Имя объекта;Тип объекта;Синоним;Файл
Константа.ФункциональнаяОпцияУчетРозничныхПродаж;Константа;Облік роздрібних продажів;Константа_ФункциональнаяОпцияУчетРозничныхПродаж.md
Константа.ФункциональнаяОпцияУчетЦенКонтрагентов;Константа;Функціональна опція облік цін контрагентів;Константа_ФункциональнаяОпцияУчетЦенКонтрагентов.md
Константа.ФункциональнаяУчетВалютныхОпераций;Константа;Облік валютних операцій;Константа_ФункциональнаяУчетВалютныхОпераций.md
Константа.ХранитьФайлыВТомахНаДиске;Константа;Зберігати файли в томах на диску;Константа_ХранитьФайлыВТомахНаДиске.md
Константа.ЧасовойПоясОбластиДанных;Константа;Часовий пояс області даних;Константа_ЧасовойПоясОбластиДанных.md
Константа.ЧастотаРасчетаКурсовыхРазниц;Константа;Частота розрахунків курсових різниць;Константа_ЧастотаРасчетаКурсовыхРазниц.md
Константа.ШаблонНаименованияДоговоров;Константа;Шаблон найменування договорів;Константа_ШаблонНаименованияДоговоров.md
Константа.ЭтоАвтономноеРабочееМесто;Константа;Це автономне робоче місце;Константа_ЭтоАвтономноеРабочееМесто.md
Константа.ЭтоОбычноеПриложение;Константа;Це звичайний додаток;Константа_ЭтоОбычноеПриложение.md
Перечисление.АналитикаПлатежногоКалендаря;Перечисление;Аналітика платіжного календаря;Перечисление_АналитикаПлатежногоКалендаря.md
Перечисление.БазыРаспределенияРасходов;Перечисление;Бази розподілу витрат;Перечисление_БазыРаспределенияРасходов.md
Перечисление.БиллингПериодичностьДоговораОбслуживания;Перечисление;Білінг періодичність договору обслуговування;Перечисление_БиллингПериодичностьДоговораОбслуживания.md
Перечисление.БиллингФормированиеЦеныЗатрат;Перечисление;Білінг формування ціни витрат;Перечисление_БиллингФормированиеЦеныЗатрат.md
Перечисление.БиллингФормированиеЦеныНоменклатуры;Перечисление;Білінг формування ціни номенклатури;Перечисление_БиллингФормированиеЦеныНоменклатуры.md
Перечисление.БулевоТриСостояния;Перечисление;Булево три стани;Перечисление_БулевоТриСостояния.md
Перечисление.ВариантЗавершенияРаботыСЛидом;Перечисление;Варіант завершення роботи з лідом;Перечисление_ВариантЗавершенияРаботыСЛидом.md
Перечисление.ВариантПредоставленияСкидкиПоНоменклатуре;Перечисление;Варіант надання знижки за номенклатурою;Перечисление_ВариантПредоставленияСкидкиПоНоменклатуре.md
Перечисление.ВариантыВажности;Перечисление;Варіанти важливості;Перечисление_ВариантыВажности.md
Перечисление.ВариантыВерсионированияОбъектов;Перечисление;Варіанти версіонування об`єктів;Перечисление_ВариантыВерсионированияОбъектов.md
Перечисление.ВариантыВозвратаПоЗакрытойСмене;Перечисление;Варіанти повернення по закритій зміні;Перечисление_ВариантыВозвратаПоЗакрытойСмене.md
Перечисление.ВариантыВыводаМесяцаВДатеДокумента;Перечисление;Варіанти виводу місяця в даті документа;Перечисление_ВариантыВыводаМесяцаВДатеДокумента.md
Перечисление.ВариантыДетализацииИтоговБанкИКасса;Перечисление;Варіанти деталізації підсумків. Банк і каса.;Перечисление_ВариантыДетализацииИтоговБанкИКасса.md
Перечисление.ВариантыДиаграммыПлатежныйКалендарь;Перечисление;Варіанти діаграми платіжний календар;Перечисление_ВариантыДиаграммыПлатежныйКалендарь.md
Перечисление.ВариантыЗавершенияЗаказа;Перечисление;Варіанти завершення замовлення;Перечисление_ВариантыЗавершенияЗаказа.md
Перечисление.ВариантыЗавершенияРемонта;Перечисление;Варіанти завершення ремонту;Перечисление_ВариантыЗавершенияРемонта.md
Перечисление.ВариантыЗагрузкиПисем;Перечисление;Варіанти завантаження листів;Перечисление_ВариантыЗагрузкиПисем.md
Перечисление.ВариантыЗаписиНаУслуги;Перечисление;Варіанти запису на послуги;Перечисление_ВариантыЗаписиНаУслуги.md
Перечисление.ВариантыЗаполненияДатыОтгрузки;Перечисление;Варіанти заповнення дати відвантаження;Перечисление_ВариантыЗаполненияДатыОтгрузки.md
Перечисление.ВариантыЗаполненияРасшифровкиПлатежа;Перечисление;Варіанти заповнення розшифрування платежу;Перечисление_ВариантыЗаполненияРасшифровкиПлатежа.md
Перечисление.ВариантыИзмененияДанныхВДокументахИзПомощника;Перечисление;Варіанти зміни даних в документах з помічника;Перечисление_ВариантыИзмененияДанныхВДокументахИзПомощника.md
Перечисление.ВариантыИспользованияВнешнихКомпонент;Перечисление;Варіанти використання зовнішніх компонент;Перечисление_ВариантыИспользованияВнешнихКомпонент.md
Перечисление.ВариантыИспользованияПоложенийДляРасчетаПремий;Перечисление;Варіанти використання положень для розрахунку премій;Перечисление_ВариантыИспользованияПоложенийДляРасчетаПремий.md
Перечисление.ВариантыОбластейОграниченияСкидокНаценок;Перечисление;Варіанти областей обмеження знижок націнок;Перечисление_ВариантыОбластейОграниченияСкидокНаценок.md
Перечисление.ВариантыОбновленияЗаказовИнтернетМагазина;Перечисление;Варіанти оновлення замовлень інтернет магазину;Перечисление_ВариантыОбновленияЗаказовИнтернетМагазина.md
Перечисление.ВариантыОграниченийСкидокПоКонтрагентам;Перечисление;Варіанти обмежень знижок за контрагентами;Перечисление_ВариантыОграниченийСкидокПоКонтрагентам.md
Перечисление.ВариантыОграниченийСкидокПоНоменклатуре;Перечисление;Варіанти обмежень знижок за номенклатурою;Перечисление_ВариантыОграниченийСкидокПоНоменклатуре.md
Перечисление.ВариантыОкругления;Перечисление;Варіанти округлення;Перечисление_ВариантыОкругления.md
Перечисление.ВариантыОтбораУслуг;Перечисление;Варіанти відбору послуг;Перечисление_ВариантыОтбораУслуг.md
Перечисление.ВариантыОтображенияИтоговБанкИКасса;Перечисление;Варіанти відображення підсумків. Банк і каса.;Перечисление_ВариантыОтображенияИтоговБанкИКасса.md
Перечисление.ВариантыОтображенияКартинок;Перечисление;Варіанти відображення картинок;Перечисление_ВариантыОтображенияКартинок.md
Перечисление.ВариантыОтправкиSMSПриПродаже;Перечисление;Варіанти відправки SMSПри продажі;Перечисление_ВариантыОтправкиSMSПриПродаже.md
Перечисление.ВариантыОчисткиФайлов;Перечисление;Варіанти очищення файлів;Перечисление_ВариантыОчисткиФайлов.md
Перечисление.ВариантыПериода;Перечисление;Варіанти періоду;Перечисление_ВариантыПериода.md
Перечисление.ВариантыПечатиДоставки;Перечисление;Варіанти друку доставки;Перечисление_ВариантыПечатиДоставки.md
Перечисление.ВариантыПечатиНаборов;Перечисление;Варіанти друку наборів;Перечисление_ВариантыПечатиНаборов.md
Перечисление.ВариантыПечатиПрайсЛиста;Перечисление;Варіанти друку прайс листа;Перечисление_ВариантыПечатиПрайсЛиста.md
Перечисление.ВариантыПогашенияЗаймаСотрудником;Перечисление;Варіанти погашення позики співробітником;Перечисление_ВариантыПогашенияЗаймаСотрудником.md
Перечисление.ВариантыПодтвержденияНовогоКлиента;Перечисление;Варіанти підтвердження нового клієнта;Перечисление_ВариантыПодтвержденияНовогоКлиента.md
Перечисление.ВариантыПредставленияПериода;Перечисление;Варіанти представлення періоду;Перечисление_ВариантыПредставленияПериода.md
Перечисление.ВариантыПроверокАнализаБизнеса;Перечисление;Варіанти перевірок аналізу бізнесу;Перечисление_ВариантыПроверокАнализаБизнеса.md
Перечисление.ВариантыПубликацииДополнительныхОтчетовИОбработок;Перечисление;Варіанти публікації додаткових звітів і обробок;Перечисление_ВариантыПубликацииДополнительныхОтчетовИОбработок.md
Перечисление.ВариантыПубликацииСкидок;Перечисление;Варіанти публікації знижок;Перечисление_ВариантыПубликацииСкидок.md
Перечисление.ВариантыРемонта;Перечисление;Варіанти ремонту;Перечисление_ВариантыРемонта.md
Перечисление.ВариантыСжатияTIFF;Перечисление;Варіанти ущільнення TIFF;Перечисление_ВариантыСжатияTIFF.md
Перечисление.ВариантыСинхронизацииПисем;Перечисление;Варіанти синхронізації листів;Перечисление_ВариантыСинхронизацииПисем.md
Перечисление.ВариантыСовместногоПримененияСкидокНаценок;Перечисление;Варіанти спільного застосування знижок націнок;Перечисление_ВариантыСовместногоПримененияСкидокНаценок.md
Перечисление.ВариантыСовместногоРасчетаПремий;Перечисление;Варіанти спільного розрахунку премій;Перечисление_ВариантыСовместногоРасчетаПремий.md
Перечисление.ВариантыСостоянияНовыхПисем;Перечисление;Варіанти стану нових листів;Перечисление_ВариантыСостоянияНовыхПисем.md
Перечисление.ВариантыУдаленияПисем;Перечисление;Варіанти вилучення листів;Перечисление_ВариантыУдаленияПисем.md
Перечисление.ВариантыУказанияКодПоЕДРПОУ;Перечисление;Варіанти вказівки код по ЄДРПОУ;Перечисление_ВариантыУказанияКодПоЕДРПОУ.md
Перечисление.ВариантыУстановкиСкидкиДляИнтернетМагазина;Перечисление;Варіанти установки знижки для інтернет магазину;Перечисление_ВариантыУстановкиСкидкиДляИнтернетМагазина.md
Перечисление.ВариантыУчетаДоставки;Перечисление;Варіанти обліку доставки;Перечисление_ВариантыУчетаДоставки.md
Перечисление.ВерсииФорматовВыгрузки;Перечисление;Версії форматів вивантаження;Перечисление_ВерсииФорматовВыгрузки.md
Перечисление.ВидСравненияЗначений;Перечисление;Вид порівняння значень;Перечисление_ВидСравненияЗначений.md
Перечисление.ВидыБезналичныхОплат;Перечисление;Види безготівкових оплат;Перечисление_ВидыБезналичныхОплат.md
Перечисление.ВидыДеятельностиОрганизации;Перечисление;Види діяльності організації;Перечисление_ВидыДеятельностиОрганизации.md
Перечисление.ВидыДлительныхОперацийРегламентированныхОтчетов;Перечисление;Види тривалих операцій регламентованих звітів;Перечисление_ВидыДлительныхОперацийРегламентированныхОтчетов.md
Перечисление.ВидыДнейПроизводственногоКалендаря;Перечисление;Види днів виробничого календаря;Перечисление_ВидыДнейПроизводственногоКалендаря.md
Перечисление.ВидыДнейРасчетаДатыОтгрузки;Перечисление;Види днів розрахунку дати відвантаження;Перечисление_ВидыДнейРасчетаДатыОтгрузки.md
Перечисление.ВидыДоговоров;Перечисление;Види договорів;Перечисление_ВидыДоговоров.md
Перечисление.ВидыДоговоровКредитаИЗайма;Перечисление;Види договорів кредиту й позики;Перечисление_ВидыДоговоровКредитаИЗайма.md
Перечисление.ВидыДополнительныхОтчетовИОбработок;Перечисление;Види додаткових звітів і обробок;Перечисление_ВидыДополнительныхОтчетовИОбработок.md
Перечисление.ВидыЗавершенияПовторовРасписания;Перечисление;Види завершення повторів розкладу;Перечисление_ВидыЗавершенияПовторовРасписания.md
Перечисление.ВидыКаналовСвязи;Перечисление;Види каналів зв`язку;Перечисление_ВидыКаналовСвязи.md
Перечисление.ВидыКарточекАнализаБизнеса;Перечисление;Види карток аналізу бізнесу;Перечисление_ВидыКарточекАнализаБизнеса.md
Перечисление.ВидыКодовДляНалоговойНакладной;Перечисление;Види кодів для податкової накладної;Перечисление_ВидыКодовДляНалоговойНакладной.md
Перечисление.ВидыКонтрагентов;Перечисление;Види контрагентів;Перечисление_ВидыКонтрагентов.md
Перечисление.ВидыКонтроляДоговоровПриПроведении;Перечисление;Види контролю договорів при проведенні;Перечисление_ВидыКонтроляДоговоровПриПроведении.md
Перечисление.ВидыЛицензийАлкогольнойПродукции;Перечисление;Види ліцензій алкогольної (спиртовмісної) продукції;Перечисление_ВидыЛицензийАлкогольнойПродукции.md
Перечисление.ВидыНазначенияДатЗапрета;Перечисление;Види призначення дат заборони;Перечисление_ВидыНазначенияДатЗапрета.md
Перечисление.ВидыНаименованийОбъектов;Перечисление;Види найменувань об`єктів;Перечисление_ВидыНаименованийОбъектов.md
Перечисление.ВидыНалоговыхДеклараций;Перечисление;Види податкових декларацій;Перечисление_ВидыНалоговыхДеклараций.md
Перечисление.ВидыОбъектовНалогообложения;Перечисление;Види об`єктів оподатковування;Перечисление_ВидыОбъектовНалогообложения.md
Перечисление.ВидыОперацийАктОРасхождениях;Перечисление;Види операцій акт про розбіжності;Перечисление_ВидыОперацийАктОРасхождениях.md
Перечисление.ВидыОперацийБанковскаяВыпискаБанкИКасса;Перечисление;Види операцій банківська виписка банк і каса;Перечисление_ВидыОперацийБанковскаяВыпискаБанкИКасса.md
Перечисление.ВидыОперацийВзаимозачет;Перечисление;Види операцій "Взаємозалік";Перечисление_ВидыОперацийВзаимозачет.md
Перечисление.ВидыОперацийВыдачаИзРемонта;Перечисление;Види операцій видача з ремонту;Перечисление_ВидыОперацийВыдачаИзРемонта.md
Перечисление.ВидыОперацийЖурналДокументовКомиссионнаяТорговля;Перечисление;Види операцій журнал документів комісійна торгівля;Перечисление_ВидыОперацийЖурналДокументовКомиссионнаяТорговля.md
Перечисление.ВидыОперацийЗаданиеНаРаботу;Перечисление;Види операцій Завдання на роботу;Перечисление_ВидыОперацийЗаданиеНаРаботу.md
Перечисление.ВидыОперацийЗаказНаПроизводство;Перечисление;Види операцій замовлення на виробництво;Перечисление_ВидыОперацийЗаказНаПроизводство.md
Перечисление.ВидыОперацийЗаказПокупателя;Перечисление;Види операцій "Замовлення покупця";Перечисление_ВидыОперацийЗаказПокупателя.md
Перечисление.ВидыОперацийЗаказПоставщику;Перечисление;Види операцій "Замовлення постачальникові";Перечисление_ВидыОперацийЗаказПоставщику.md
Перечисление.ВидыОперацийИсправленияПоступленияРеализации;Перечисление;Види операцій виправлення надходження/реалізації;Перечисление_ВидыОперацийИсправленияПоступленияРеализации.md
Перечисление.ВидыОперацийКадровоеПеремещение;Перечисление;Види операцій кадрове переміщення;Перечисление_ВидыОперацийКадровоеПеремещение.md
Перечисление.ВидыОперацийКомплектацияЗапасов;Перечисление;Види операцій "Комплектація";Перечисление_ВидыОперацийКомплектацияЗапасов.md
Перечисление.ВидыОперацийНалоговаяНакладная;Перечисление;Види операцій документа "Податкова накладна";Перечисление_ВидыОперацийНалоговаяНакладная.md
Перечисление.ВидыОперацийНачислениеНалогов;Перечисление;Види операцій "Нарахування податків";Перечисление_ВидыОперацийНачислениеНалогов.md
Перечисление.ВидыОперацийНачисленияПоКредитамИЗаймам;Перечисление;Види операцій нарахування за кредитами і позиками;Перечисление_ВидыОперацийНачисленияПоКредитамИЗаймам.md
Перечисление.ВидыОперацийОтчетКомиссионера;Перечисление;Види операцій звіт комісіонера;Перечисление_ВидыОперацийОтчетКомиссионера.md
Перечисление.ВидыОперацийПередачаТоваровМеждуОрганизациями;Перечисление;Види операцій передача товарів між організаціями;Перечисление_ВидыОперацийПередачаТоваровМеждуОрганизациями.md
Перечисление.ВидыОперацийПеремещениеЗапасов;Перечисление;Види операцій "Переміщення запасів";Перечисление_ВидыОперацийПеремещениеЗапасов.md
Перечисление.ВидыОперацийПеремещениеПоЯчейкам;Перечисление;Види операцій "Переміщення між комірками";Перечисление_ВидыОперацийПеремещениеПоЯчейкам.md
Перечисление.ВидыОперацийПлатежнаяВедомость;Перечисление;Види операцій "Платіжна відомість";Перечисление_ВидыОперацийПлатежнаяВедомость.md
Перечисление.ВидыОперацийПлатежноеПоручение;Перечисление;Види операцій "Платіжне доручення";Перечисление_ВидыОперацийПлатежноеПоручение.md
Перечисление.ВидыОперацийПоПодарочнымСертификатам;Перечисление;Види операцій по подарункових сертифікатах;Перечисление_ВидыОперацийПоПодарочнымСертификатам.md
Перечисление.ВидыОперацийПоступлениеВКассу;Перечисление;Види операцій "Надходження у касу";Перечисление_ВидыОперацийПоступлениеВКассу.md
Перечисление.ВидыОперацийПоступлениеНаСчет;Перечисление;Види операцій "Надходження на рахунок";Перечисление_ВидыОперацийПоступлениеНаСчет.md
Перечисление.ВидыОперацийПриложение1КНалоговойНакладной;Перечисление;Види операцій документа "Додаток 1 до податковій накладній";Перечисление_ВидыОперацийПриложение1КНалоговойНакладной.md
Перечисление.ВидыОперацийПриложение2КНалоговойНакладной;Перечисление;Види операцій документа "Додаток 2 до податковій накладній";Перечисление_ВидыОперацийПриложение2КНалоговойНакладной.md
Перечисление.ВидыОперацийПриходнаяНакладная;Перечисление;Види операцій "Прибуткова накладна";Перечисление_ВидыОперацийПриходнаяНакладная.md
Перечисление.ВидыОперацийРасходИзКассы;Перечисление;Види операцій "Витрата з каси";Перечисление_ВидыОперацийРасходИзКассы.md
Перечисление.ВидыОперацийРасходнаяНакладная;Перечисление;Види операцій "Видаткова накладна";Перечисление_ВидыОперацийРасходнаяНакладная.md
Перечисление.ВидыОперацийРасходСоСчета;Перечисление;Види операцій "Витрата з рахунку";Перечисление_ВидыОперацийРасходСоСчета.md
Перечисление.ВидыОперацийРегистрацияВходящегоНалоговогоДокумента;Перечисление;Види операцій реєстрація вхідного податкового документа;Перечисление_ВидыОперацийРегистрацияВходящегоНалоговогоДокумента.md
Перечисление.ВидыОперацийСборкаЗапасов;Перечисление;Види операцій "Виробництво";Перечисление_ВидыОперацийСборкаЗапасов.md
Перечисление.ВидыОперацийЭквайринга;Перечисление;Види операцій еквайрингу;Перечисление_ВидыОперацийЭквайринга.md
Перечисление.ВидыОтборовНоменклатуры;Перечисление;Види відборів номенклатури;Перечисление_ВидыОтборовНоменклатуры.md
Перечисление.ВидыОтображения;Перечисление;Види відображення;Перечисление_ВидыОтображения.md
Перечисление.ВидыОтчетности;Перечисление;Види звітності;Перечисление_ВидыОтчетности.md
Перечисление.ВидыПеречисленийВБюджет;Перечисление;Види перерахувань у бюджет;Перечисление_ВидыПеречисленийВБюджет.md
Перечисление.ВидыПериодовДляНакопительныхСкидок;Перечисление;Види періодів для накопичувальних знижок;Перечисление_ВидыПериодовДляНакопительныхСкидок.md
Перечисление.ВидыПериодовМонитораРуководителя;Перечисление;Види періодів монітора керівника;Перечисление_ВидыПериодовМонитораРуководителя.md
Перечисление.ВидыПериодовРМК;Перечисление;Види періодів РМК;Перечисление_ВидыПериодовРМК.md
Перечисление.ВидыПлатежейПогашенияКредитаИЗайма;Перечисление;Види платежів погашення отриманого кредиту й виданої позики;Перечисление_ВидыПлатежейПогашенияКредитаИЗайма.md
Перечисление.ВидыПовторовРасписания;Перечисление;Види повторів розкладу;Перечисление_ВидыПовторовРасписания.md
Перечисление.ВидыПодсказок;Перечисление;Види підказок;Перечисление_ВидыПодсказок.md
Перечисление.ВидыПравилДляОбменаДанными;Перечисление;Види правил для обміну даними;Перечисление_ВидыПравилДляОбменаДанными.md
Перечисление.ВидыПравилНачисленияБонусныхБаллов;Перечисление;Види правил нарахування бонусних балів;Перечисление_ВидыПравилНачисленияБонусныхБаллов.md
Перечисление.ВидыПродукции;Перечисление;Види продукції;Перечисление_ВидыПродукции.md
Перечисление.ВидыПрочегоВзаимозачета;Перечисление;Види іншого взаємозаліку;Перечисление_ВидыПрочегоВзаимозачета.md
Перечисление.ВидыРешенийНаЖалобу;Перечисление;Види рішень на скаргу;Перечисление_ВидыРешенийНаЖалобу.md
Перечисление.ВидыСкидокВДисконтныхКартах;Перечисление;Види знижок у дисконтних картках;Перечисление_ВидыСкидокВДисконтныхКартах.md
Перечисление.ВидыСтавокНДС;Перечисление;Види ставок ПДВ;Перечисление_ВидыСтавокНДС.md
Перечисление.ВидыТранспортаОфлайнОбмена;Перечисление;Види транспорту офлайн обміну;Перечисление_ВидыТранспортаОфлайнОбмена.md
Перечисление.ВидыТранспортаСообщенийОбмена;Перечисление;Види транспорту повідомлень обміну;Перечисление_ВидыТранспортаСообщенийОбмена.md
Перечисление.ВидыТранспортныхСредств;Перечисление;Види транспортних засобів;Перечисление_ВидыТранспортныхСредств.md
Перечисление.ВидыФинансовыхОтчетов;Перечисление;Види фінансових звітів;Перечисление_ВидыФинансовыхОтчетов.md
Перечисление.ВходящееИсходящееСобытие;Перечисление;Вхідна вихідна подія;Перечисление_ВходящееИсходящееСобытие.md
Перечисление.ГруппировкаАнализаБизнеса;Перечисление;Групування аналізу бізнесу;Перечисление_ГруппировкаАнализаБизнеса.md
Перечисление.ГруппировкиПравойПанелиРаспределенияПлатежей;Перечисление;Групування правої панелі розподілу платежів;Перечисление_ГруппировкиПравойПанелиРаспределенияПлатежей.md
Перечисление.ГруппыПлательщиковЕдиногоНалога;Перечисление;Групи платників єдиного податку;Перечисление_ГруппыПлательщиковЕдиногоНалога.md
Перечисление.ДаНет;Перечисление;Так / ні;Перечисление_ДаНет.md
Перечисление.ДебетКредит;Перечисление;Дебет / Кредит;Перечисление_ДебетКредит.md
Перечисление.ДействияГрупповогоИзмененияСтрок;Перечисление;Дії групової зміни рядків;Перечисление_ДействияГрупповогоИзмененияСтрок.md
Перечисление.ДействияПриОбмене;Перечисление;Дії при обміні;Перечисление_ДействияПриОбмене.md
Перечисление.ДействияСФайламиПоДвойномуЩелчку;Перечисление;Дії з файлами по подвійному клацанню;Перечисление_ДействияСФайламиПоДвойномуЩелчку.md
Перечисление.ДниНедели;Перечисление;Дні тижня;Перечисление_ДниНедели.md
Перечисление.ДополнительныеЗначенияДоступа;Перечисление;Додаткові значення доступу;Перечисление_ДополнительныеЗначенияДоступа.md
Перечисление.ДоступныеПериодыОтчета;Перечисление;Доступні періоди звіту;Перечисление_ДоступныеПериодыОтчета.md
Перечисление.ЕдиницыИзмеренияВремени;Перечисление;Одиниці виміру часу;Перечисление_ЕдиницыИзмеренияВремени.md
